5.150759, -0.155762, -0.003332, 1.499657
5.151663, -0.155764, -0.003323, 1.499658
5.153838, -0.155770, -0.003301, 1.499659
5.154865, -0.155772, -0.003291, 1.499660
5.155954, -0.155775, -0.003279, 1.499660
5.156953, -0.155777, -0.003269, 1.499661
5.157914, -0.155779, -0.003259, 1.499661
5.159126, -0.155782, -0.003245, 1.499662
5.161303, -0.155787, -0.003221, 1.499663
5.162867, -0.155790, -0.003204, 1.499663
5.164444, -0.155794, -0.003185, 1.499664
5.165584, -0.155796, -0.003170, 1.499665
5.167498, -0.155800, -0.003144, 1.499666
5.169147, -0.155803, -0.003120, 1.499666
5.170287, -0.155805, -0.003103, 1.499667
5.171972, -0.155808, -0.003077, 1.499668
5.172904, -0.155809, -0.003062, 1.499668
5.174052, -0.155811, -0.003044, 1.499669
5.175168, -0.155813, -0.003025, 1.499669
5.176228, -0.155814, -0.003006, 1.499670
5.177264, -0.155816, -0.002988, 1.499670
5.178250, -0.155817, -0.002970, 1.499671
5.179423, -0.155819, -0.002948, 1.499671
5.180742, -0.155820, -0.002923, 1.499672
5.181785, -0.155822, -0.002904, 1.499672
5.182788, -0.155823, -0.002885, 1.499673
5.184922, -0.155826, -0.002845, 1.499674
5.186153, -0.155827, -0.002822, 1.499674
5.187354, -0.155829, -0.002800, 1.499675
5.188558, -0.155830, -0.002778, 1.499676
5.189733, -0.155831, -0.002756, 1.499676
5.191482, -0.155833, -0.002725, 1.499677
5.194015, -0.155836, -0.002681, 1.499678
5.195859, -0.155839, -0.002653, 1.499679
5.197265, -0.155841, -0.002635, 1.499680
5.203282, -0.155850, -0.002561, 1.499682
5.205089, -0.155853, -0.002544, 1.499683
5.207345, -0.155857, -0.002529, 1.499684
5.208489, -0.155860, -0.002523, 1.499685
5.210010, -0.155863, -0.002517, 1.499685
5.211152, -0.155865, -0.002513, 1.499686
5.212303, -0.155868, -0.002510, 1.499686
5.213545, -0.155871, -0.002506, 1.499687
5.215883, -0.155876, -0.002500, 1.499688
5.217527, -0.155880, -0.002495, 1.499689
5.218749, -0.155882, -0.002493, 1.499689
5.219775, -0.155885, -0.002491, 1.499690
5.220895, -0.155887, -0.002489, 1.499690
5.221916, -0.155889, -0.002487, 1.499691
5.222905, -0.155892, -0.002485, 1.499691
5.223864, -0.155894, -0.002483, 1.499692
5.224860, -0.155896, -0.002481, 1.499692
5.226245, -0.155899, -0.002478, 1.499693
5.227458, -0.155902, -0.002476, 1.499693
5.228743, -0.155905, -0.002473, 1.499694
5.229892, -0.155908, -0.002471, 1.499694
5.239891, -0.155930, -0.002453, 1.499699
5.242433, -0.155936, -0.002450, 1.499700
5.247991, -0.155950, -0.002456, 1.499702
5.249357, -0.155954, -0.002464, 1.499703
5.250722, -0.155958, -0.002473, 1.499703
5.252054, -0.155962, -0.002481, 1.499704
5.253182, -0.155965, -0.002488, 1.499704
5.254422, -0.155969, -0.002494, 1.499705
5.255474, -0.155972, -0.002499, 1.499705
5.256485, -0.155975, -0.002503, 1.499706
5.257512, -0.155977, -0.002506, 1.499706
5.258701, -0.155981, -0.002510, 1.499707
5.259729, -0.155984, -0.002513, 1.499707
5.261333, -0.155988, -0.002516, 1.499708
5.262568, -0.155991, -0.002518, 1.499708
5.264355, -0.155996, -0.002521, 1.499709
5.266240, -0.156001, -0.002524, 1.499710
5.267503, -0.156004, -0.002526, 1.499710
5.268649, -0.156007, -0.002528, 1.499711
5.269871, -0.156010, -0.002530, 1.499711
5.270899, -0.156013, -0.002532, 1.499712
5.278063, -0.156032, -0.002544, 1.499715
5.279671, -0.156036, -0.002546, 1.499715
5.280751, -0.156039, -0.002549, 1.499716
5.281793, -0.156042, -0.002553, 1.499716
5.283836, -0.156048, -0.002561, 1.499717
5.284754, -0.156051, -0.002566, 1.499717
5.286292, -0.156055, -0.002574, 1.499718
5.287716, -0.156060, -0.002581, 1.499719
5.288940, -0.156063, -0.002587, 1.499719
5.290417, -0.156068, -0.002593, 1.499720
5.294418, -0.156079, -0.002606, 1.499721
5.295962, -0.156083, -0.002608, 1.499722
