0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.002671
0.000003, 0.000000, 0.000000, 0.008130
0.000010, 0.000000, 0.000000, 0.012622
0.000050, 0.000000, 0.000000, 0.028001
0.000096, 0.000000, 0.000000, 0.035902
0.000119, 0.000000, 0.000000, 0.038981
0.000156, 0.000000, -0.000000, 0.043485
0.000201, -0.000000, -0.000001, 0.048424
0.000246, -0.000000, -0.000002, 0.052883
0.000302, -0.000000, -0.000004, 0.057904
0.000435, -0.000000, -0.000010, 0.068833
0.000682, -0.000000, -0.000026, 0.085879
0.000749, -0.000000, -0.000033, 0.089528
0.000871, -0.000000, -0.000047, 0.095886
0.000933, -0.000000, -0.000054, 0.099027
0.001045, -0.000000, -0.000069, 0.104428
0.001131, -0.000000, -0.000081, 0.108329
0.001252, -0.000000, -0.000098, 0.113639
0.001351, -0.000000, -0.000114, 0.117772
0.001691, -0.000000, -0.000171, 0.131493
0.001958, -0.000000, -0.000223, 0.141048
0.002102, -0.000000, -0.000254, 0.145821
0.002231, -0.000000, -0.000283, 0.149969
0.002333, -0.000000, -0.000307, 0.153148
0.002637, -0.000000, -0.000380, 0.162407
0.003119, -0.000000, -0.000505, 0.176181
0.003293, -0.000001, -0.000555, 0.180753
0.003459, -0.000001, -0.000605, 0.184965
0.003688, -0.000001, -0.000675, 0.190665
0.003816, -0.000001, -0.000716, 0.193745
0.004120, -0.000001, -0.000815, 0.200712
0.004606, -0.000002, -0.000981, 0.211431
0.004939, -0.000002, -0.001102, 0.218354
0.005124, -0.000002, -0.001173, 0.222091
0.005342, -0.000002, -0.001257, 0.226372
0.005482, -0.000002, -0.001313, 0.229086
0.005676, -0.000003, -0.001392, 0.232779
0.005873, -0.000003, -0.001473, 0.236476
0.006457, -0.000004, -0.001719, 0.247210
0.007648, -0.000006, -0.002250, 0.268062
0.007801, -0.000006, -0.002326, 0.270511
0.008078, -0.000007, -0.002464, 0.274894
0.008911, -0.000009, -0.002888, 0.287616
0.009211, -0.000010, -0.003050, 0.291973
0.009537, -0.000011, -0.003229, 0.296620
0.009826, -0.000012, -0.003392, 0.300664
0.010139, -0.000013, -0.003570, 0.304975
0.010477, -0.000014, -0.003767, 0.309566
0.011691, -0.000019, -0.004497, 0.325535
0.011919, -0.000020, -0.004641, 0.328400
0.012830, -0.000024, -0.005223, 0.339738
0.013091, -0.000025, -0.005397, 0.342861
0.013355, -0.000027, -0.005575, 0.345984
0.013701, -0.000029, -0.005811, 0.350029
0.014055, -0.000031, -0.006057, 0.354115
0.016090, -0.000043, -0.007488, 0.377277
0.016593, -0.000047, -0.007871, 0.382611
0.016936, -0.000050, -0.008137, 0.386198
